ID	TCGA-2V-A95S-01A-11R-A37K-07_LIHC_TP	TCGA-2Y-A9GS-01A-12R-A38B-07_LIHC_TP	TCGA-2Y-A9GU-01A-11R-A38B-07_LIHC_TP	TCGA-BC-A10Q-11A-11R-A131-07_LIHC_NT	TCGA-BC-A10T-11A-11R-A131-07_LIHC_NT	TCGA-BC-A10W-11A-11R-A131-07_LIHC_NT	TCGA-3C-AAAU-01A-11R-A41B-07_BRCA_TP	TCGA-3C-AALJ-01A-31R-A41B-07_BRCA_TP	TCGA-3C-AALK-01A-11R-A41B-07_BRCA_TP	TCGA-A7-A0CE-11A-21R-A089-07_BRCA_NT	TCGA-A7-A0CH-11A-32R-A089-07_BRCA_NT	TCGA-A7-A0D9-11A-53R-A089-07_BRCA_NT
ACSS1	7.19293	6.56386	5.59842	5.46806	5.1985	5.65948	6.51238	5.92566	6.406	6.93535	6.90168	5.82775
ACSS2	7.97797	8.39186	7.48661	8.56998	8.11642	8.51057	7.04249	7.08288	6.47402	7.00944	7.99507	8.83982
ACSS3	5.72359	8.17442	1.38417	7.81319	6.78446	7.19594	5.4728	6.72536	5.81749	5.50952	6.26969	7.35541
ACTA1	2.53704	1.01848	1.36138	0	1.08488	1.21935	1.36138	2.11298	3.32545	2.08442	4.07489	0.68734
ACTA2	8.32495	8.49734	7.90195	7.14033	7.31666	7.82714	8.23757	8.82511	9.54212	10.6951	9.72749	8.07205
ACTBL2	0.658689	1.00903	0	0	0	0	1.29233	0	0.592568	1.05817	2.23223	0
ACTB	11.6683	11.8548	10.5863	11.3538	11.0703	11.6568	10.6423	11.609	11.5006	11.3153	11.5489	11.0797
ACTC1	0	1.62067	2.11043	0	0.368462	0.368462	2.25912	1.39632	0	2.86939	0.719071	1.16224
ACTG1	11.3112	11.071	10.5276	10.6648	11.1458	10.7668	10.8782	11.5245	12.0864	10.9351	11.0091	10.379
ACTG2	5.20949	3.59018	5.67332	1.08542	3.39895	2.53704	5.5359	4.40176	7.60409	9.07625	8.38053	5.20824
ACTL6A	6.6695	7.4668	6.12905	5.9428	5.87212	6.12905	7.27904	7.15196	7.06601	6.55432	6.42439	6.3523
ACTL6B	0	0.0577623	0	0	0	0	4.89539	0	0	0	0	0
ACTL7A	0	0.0577623	0	0	0	0	0.592568	0	0	0	0	0
ACTL7B	0.65033	0.0577623	0	0	0	0	0.203355	0	0.592568	0	0.48025	0
ACTL8	0	0.0577623	3.80705	0	0	0.368462	1.36159	3.06994	4.15343	0	0.685282	0
ACTL9	0	0	0	0	0	0	0	0	0	0	0	0
ACTN1	8.28526	9.05005	8.38572	7.78863	8.26127	8.30127	8.60338	8.642	9.18899	9.28498	8.94596	8.62766
ACTN2	2.02761	4.9647	4.34527	1.29353	0.592568	3.19429	1.65403	2.20032	0	0.734965	0.426515	0.685282
ACTN3	1.26588	0	0.876935	0.488071	0	0.368462	1.0387	0.993783	1.39632	1.29888	1.39632	0.685282
ACTN4	9.04415	9.69039	9.60554	8.87932	8.63284	9.06737	8.9735	9.32326	9.41291	9.30873	9.32062	9.24179
ACTR10	7.44308	7.36771	7.06476	6.66696	6.51323	6.81564	6.74673	6.35102	6.86439	7.1549	7.03206	6.98653
ACTR1A	8.30449	7.99024	7.92226	7.64012	7.49554	7.9766	7.81454	7.55314	8.21927	7.84642	8.21459	8.21666
ACTR1B	7.4553	7.85166	7.56631	7.34213	6.97728	7.24137	7.24273	7.49287	7.06918	7.45306	7.37815	7.19402
ACTR2	8.76296	9.14634	8.8173	8.30943	8.33038	8.54772	8.35661	8.56033	8.50491	8.2741	8.42208	8.6921
ACTR3B	5.57595	5.89715	5.7589	4.82148	5.25227	5.3033	5.88839	5.03837	4.9044	5.61087	4.88277	4.33749
ACTR3C	4.08208	5.45104	5.04986	5.53339	5.3033	4.94283	3.22284	3.0109	3.71379	3.73522	3.15319	3.22284
ACTR3	8.56503	8.63675	7.7021	7.41878	7.91899	7.83637	7.59087	8.09567	8.20479	7.89867	7.92306	7.92581
ACTR5	5.46806	6.32077	4.81671	4.75418	4.42107	4.75177	5.90825	5.22548	5.64458	5.39673	5.30002	4.88668
ACTR6	7.40428	6.85961	5.69709	5.48894	5.83773	6.23245	6.07755	6.25129	6.03262	6.3853	6.18505	5.93835
ACTR8	6.1591	6.6733	5.58725	6.00141	5.47646	5.72685	5.9549	6.33828	5.9691	6.03202	6.00469	6.12515
ACTRT1	0.738191	0	0	0	0	0	0.203355	0	0	0	0	0.174504
ACTRT2	0	0	0	0	0	0	0	0	0	0	0	0
ACVR1B	7.8842	7.95437	8.10682	7.23921	7.64969	7.19968	7.241	6.84712	7.12398	6.98505	6.92154	6.89131
ACVR1C	4.10468	3.42561	4.63693	4.19239	3.98125	5.1299	2.53704	2.53704	1.97711	4.01502	6.63629	8.15555
ACVR1	6.83087	7.22037	6.17379	6.73578	6.7546	6.37673	6.14628	6.38217	7.01492	7.09933	6.90697	6.9011
ACVR2A	6.28786	6.39526	5.6058	5.96615	6.12468	6.07993	5.36436	5.46304	5.8285	6.10688	5.84506	6.11732
ACVR2B	5.6204	6.17587	5.84932	5.63121	6.76504	5.09375	5.91012	5.76305	5.77986	5.69223	5.44321	5.75306
ACVRL1	5.86647	6.27288	6.03787	4.53626	4.87549	5.20949	5.84045	6.42861	6.28329	6.84795	7.35797	7.13251
ACY1	8.40223	9.19928	8.26966	9.47937	8.8207	9.4094	6.59345	6.46878	6.62374	6.74211	6.85561	6.32739
ACY3	5.23111	6.98193	4.96034	6.76157	6.45677	6.75577	0.832236	0.993783	1.6683	3.19925	2.89658	0
ACYP1	5.23644	4.84047	3.48328	2.2887	2.54393	3.57369	4.86214	4.31781	4.71932	4.46386	3.86957	3.27384
ACYP2	5.7869	5.20401	5.72031	5.98394	5.7589	6.12468	4.89415	5.14426	4.55058	5.12008	5.39829	5.58835
ADAD1	0	1.01869	0	0	0	0	0	0	0	0	0	0
ADAD2	0	0	0.368462	0.824102	0	0.921904	1.23529	1.65053	0.368462	1.594	1.16102	0
ADAL	4.91051	6.6053	6.24028	4.92143	4.96131	5.33272	5.003	4.41654	4.89501	5.38806	5.38113	5.42076
ADAM10	6.94119	8.0901	7.41578	6.88244	6.68835	6.82871	7.27308	6.39739	7.27324	7.24766	6.94501	7.00379
ADAM11	1.56663	2.47119	4.6099	0.368462	0.592568	1.65233	3.25478	3.75808	2.2396	2.9591	2.06046	1.89294
ADAM12	4.09671	4.94742	3.32473	3.54611	3.5599	3.81515	6.9267	7.65992	8.3928	6.83643	6.81929	7.68555
ADAM15	8.77819	8.8501	6.60532	6.66568	6.32615	7.11166	8.7816	8.50806	8.30176	7.90796	8.43862	7.74304
ADAM17	5.65948	6.50129	5.84932	5.45959	5.45104	5.49717	5.99862	6.39133	6.46504	6.55251	6.33247	6.36289
ADAM18	0	1.07196	0	0	0	0	0.203355	0	0	0	0	0
ADAM19	6.35089	7.00851	5.64897	5.72031	5.53733	6.30079	6.18961	6.72971	6.37336	4.59427	5.43176	4.76698
ADAM20	2.11043	1.78955	0	0	0.368462	0	0.903665	1.42108	1.01848	1.22475	1.17394	0
ADAM21P1	0	0	0.368462	0	0	0	0.203355	0	0.592568	0.592568	1.26588	0.86164
ADAM21	0.719071	1.05232	0	1.33751	0.368462	0.368462	0.592568	1.10839	1.39632	2.47634	1.62739	1.78643
ADAM22	1.78955	1.78871	3.41398	0.500385	0	0.837666	3.7184	2.55886	3.06868	3.35758	3.34692	5.94504
ADAM23	2.15941	4.35689	0	0.368462	0.592568	0.832236	1.58093	2.85245	3.9776	3.30526	4.0416	3.81307
ADAM28	4.70938	3.96416	1.47944	1.08488	1.47944	1.98429	4.08712	4.42945	4.44921	5.50952	4.43214	3.03189
ADAM29	0	0	0	0.368462	0	0	0.310699	1.11064	5.41351	1.36159	0.423629	0
ADAM2	0	0	0	0	0	0	0	0	0	0	1.65765	0
ADAM30	0	0	0	0	0	0	0	0	0	0	0	0
ADAM32	2.53501	0	0	0	0	0.310699	3.98224	2.5475	1.39632	2.74666	3.65098	2.57237
ADAM33	2.47368	3.79728	2.36988	1.36138	0.368462	2.69671	3.15319	3.26515	5.50168	6.72107	6.53839	6.29497
ADAM3A	0	0	0	0	0	0	0	0	0	0	0	0
ADAM5P	0	0	0	0	0	0	0.174504	0	0	0	0	0
ADAM6	11.0901	7.80017	6.89984	8.06996	9.62476	9.57577	9.06712	10.1662	9.95992	11.2021	11.209	7.45968
ADAM7	0	1.39632	0	0	0	0	0	0	0	0	0	0
ADAM8	6.44731	5.41165	4.44189	4.6211	4.46437	4.96122	6.35831	6.35575	5.3369	4.76941	5.4235	4.48847
ADAM9	7.35116	8.27767	6.45362	5.81114	6.19848	6.06379	6.87142	7.97634	7.32144	7.3754	7.51743	7.70524
ADAMDEC1	6.47851	3.32545	0.368462	1.39632	0.368462	1.14027	4.10585	4.58489	4.45121	2.52727	3.81835	1.23529
ADAMTS10	3.5599	6.85646	6.14847	4.18	3.42098	4.76042	6.18394	5.29151	5.43178	4.86214	6.04203	5.95036
ADAMTS12	0.733861	3.46502	2.47634	1.92541	1.89294	1.82935	5.6657	5.61933	5.86789	3.81835	4.94476	6.49125
ADAMTS13	5.20949	4.77716	4.98896	7.26052	7.16549	6.51175	5.41776	4.45374	4.82625	4.87099	3.79931	3.32473
ADAMTS14	3.6645	4.01647	1.56663	2.7245	1.29233	3.11068	4.3654	5.94722	5.84899	3.60636	1.78955	1.72592
ADAMTS15	0	2.23223	1.68393	3.38531	1.9272	1.82935	4.10281	4.08328	6.17315	5.95027	6.06588	6.35584
ADAMTS16	3.5987	2.70677	1.23529	0.368462	0	0	4.54997	5.02058	6.13625	4.58117	4.72602	4.28243
ADAMTS17	2.53443	5.64191	7.29912	5.38907	4.42722	5.64191	2.8921	3.86729	5.899	4.48489	3.80001	3.2512
ADAMTS18	1.89741	2.76085	2.26623	0	0.993783	0.355407	0.310699	3.29292	3.89357	3.1557	4.18274	4.82748
ADAMTS19	0	0	0	0	0	0.368462	4.7913	0	1.78955	1.36344	1.70142	1.00544
ADAMTS1	6.41999	5.88888	6.35957	7.70751	7.95788	7.37838	5.45968	6.07179	6.73248	8.18808	8.35935	8.87788
ADAMTS20	0.670839	3.57893	0	0	0	0	1.29233	0.500385	1.98429	0.500385	0	0
ADAMTS2	3.75889	5.43808	2.49808	5.59842	4.99745	5.51745	5.65249	6.81481	6.90586	6.34265	6.74378	7.22971
ADAMTS3	5.45959	2.72664	0.368462	0.500385	1.54429	1.16618	2.84308	2.53933	3.29292	4.62683	4.12367	5.08695
ADAMTS4	5.96615	4.99613	5.94017	7.00033	6.97167	7.73281	5.97262	6.94172	6.51651	5.46752	5.54226	6.01581
ADAMTS5	4.87595	4.66584	4.35964	3.48328	4.72281	4.92817	3.63038	5.12827	5.70835	7.24562	7.55337	7.88526
ADAMTS6	3.88925	3.25478	1.90096	2.23223	1.29233	2.33665	3.82718	5.10654	4.50929	3.52571	3.11963	3.95585
ADAMTS7	4.51248	4.96924	4.80525	3.24878	2.95343	3.79728	4.98565	6.10471	5.66198	4.21949	5.38631	5.16846
ADAMTS8	1.94561	2.81701	1.89979	2.29316	0.368462	0.876935	2.47634	1.82935	3.46502	6.20128	3.81217	2.47006
ADAMTS9	5.69036	5.86647	4.97661	5.52943	5.43372	5.44674	4.6144	5.80488	5.48809	6.62457	6.30742	6.55989
ADAMTSL1	3.96913	4.86767	3.60636	4.10275	4.24073	3.5231	3.75346	4.73539	4.57713	5.04935	5.17415	5.4605
ADAMTSL2	4.87549	6.17587	5.54126	7.30452	6.93049	6.96035	5.87007	5.71042	6.44158	4.20434	4.25245	4.02551
ADAMTSL3	4.80637	6.55393	7.19293	6.53379	6.33328	5.68698	3.68908	3.2446	4.45615	4.25642	5.00774	5.9596
ADAMTSL4	5.18739	7.55747	6.69456	7.55329	5.98896	7.05531	4.00865	4.83098	5.10497	6.29985	7.06538	7.3277
ADAMTSL5	5.71373	6.17587	2.13645	4.06526	3.35395	4.35301	2.47634	4.35927	4.82554	4.62647	4.03915	2.87036
ADAP1	6.31863	4.76697	4.66198	4.42507	4.17448	5.4838	6.63394	6.71397	4.62427	5.35485	5.29978	4.6979
ADAP2	5.9428	6.07764	4.96879	4.81196	5.35659	5.66988	4.88097	5.5859	5.37785	5.82347	6.06151	6.08307
ADARB1	5.41165	5.74939	6.53379	5.42053	5.55296	5.64545	6.37665	5.70137	6.66783	6.66504	6.77175	6.73413
ADARB2	0	1.42473	1.82935	0.500385	0.368462	0.368462	0	1.69698	0.592568	2.13079	2.34641	1.14975
ADAR	9.73885	9.71643	8.97462	8.57414	8.21203	8.5309	9.65336	8.91679	9.04514	8.83666	8.62639	8.48952
ADAT1	4.80971	6.05209	4.86473	4.92581	4.48489	3.94171	6.11632	5.35773	5.05082	5.67169	5.3278	5.90838
ADAT2	5.51745	5.98645	3.90237	3.66806	3.56687	4.33723	4.34047	5.11201	4.70086	4.97966	4.73477	4.45374
ADAT3	5.21494	4.10282	3.83265	3.50119	3.99742	5.25227	4.09671	4.66101	4.55359	3.89395	3.83722	2.46029
ADA	5.50533	6.18002	4.71783	3.74341	4.46487	4.72464	4.7077	5.60275	4.73493	4.54441	4.9688	5.32386
ADCK1	5.7301	6.49979	5.63835	4.8401	3.98003	5.39816	5.01907	5.48208	5.05874	5.1985	5.63238	5.26772
ADCK2	6.87833	7.39142	7.08255	6.36819	6.02587	6.1506	7.30277	6.82373	6.53109	6.79181	6.87639	6.19087
ADCK4	7.02108	7.42297	6.49527	6.18208	6.49224	6.62936	6.89579	6.74476	6.38668	6.39701	6.34575	5.97912
ADCK5	6.66823	6.24028	4.85751	5.39816	4.14885	5.42053	5.50694	6.56905	5.49491	4.91988	4.66333	3.94318
ADCY10	5.01728	6.24028	4.64201	4.39103	3.4488	3.74507	1.39632	1.7373	1.58796	2.11043	2.45368	0.876935
ADCY1	2.83008	4.64062	5.97889	6.89366	5.84932	5.86079	10.1776	6.63906	6.31672	6.55341	6.26111	4.83273
ADCY2	1.20446	2.02523	0	0.86164	0	0	0.310699	1.62067	4.07938	4.24777	5.07813	4.24834
ADCY3	5.6935	6.14036	5.8273	5.06354	4.31094	4.61513	7.44407	6.99497	6.73502	7.37466	7.24571	7.28792
ADCY4	5.23644	5.19296	4.73859	4.37224	2.7811	4.17448	4.75335	5.13363	5.58737	5.9226	6.47261	6.42831
ADCY5	2.59186	4.57976	4.66419	4.22593	2.83627	3.66272	2.59762	4.71498	4.98938	5.9683	6.54868	6.62141
ADCY6	7.80016	7.55119	7.72842	5.36598	5.09987	5.6058	8.24362	7.55314	7.50534	7.46531	7.92087	8.6684
ADCY7	6.39024	6.17379	5.16479	4.53433	4.59977	5.18739	5.79116	6.0655	6.36057	5.93275	6.31425	7.11031
ADCY8	0	2.14473	0	0.368462	0.655404	1.80532	0	0.48025	0	1.36138	1.36138	0.261117
ADCY9	6.56667	8.67812	7.77612	6.93828	6.68835	6.64639	6.14776	6.04637	6.32044	6.854	6.61484	6.43568
ADCYAP1R1	0	0	2.27871	0	0	0	0	0	2.63602	1.39001	1.83172	4.60276
ADCYAP1	0	1.41111	0.368462	2.10971	2.7245	2.54127	3.77322	1.42792	1.58894	4.35119	0.993263	1.7373
ADC	4.12261	4.43112	4.68932	2.03755	1.94037	3.49459	6.02812	6.11478	5.85849	5.07349	4.89623	3.73027
ADD1	8.47824	8.78691	8.69885	8.19451	8.0077	8.20303	8.29579	8.14948	8.6641	8.65157	8.89901	9.21064
ADD2	3.10153	2.66131	0.368462	0	1.29233	2.27324	2.37523	2.87007	2.97702	3.80595	3.8518	3.83722
ADD3	6.71052	5.8522	5.64191	6.6107	6.56386	6.70686	6.16021	6.74476	7.52984	7.66769	7.83583	8.20211
ADH1A	9.16366	10.4334	11.0015	10.7811	10.0008	11.2055	1.20446	2.69671	0.921904	3.56874	4.94742	6.36014
ADH1B	8.16052	10.6706	11.2587	11.9411	11.8955	11.9638	5.33821	7.00125	5.03749	8.24635	9.63906	11.0518
ADH1C	6.1203	10.5988	10.1165	10.494	10.2639	11.0922	0.716819	2.55634	3.2512	5.0267	6.1136	6.97469
ADH4	4.78238	9.5364	9.47155	11.5727	11.1269	11.8892	0	2.3219	1.14613	4.74367	4.482	1.78955
ADH5	8.80102	9.28024	9.17087	8.7405	8.58523	9.0305	6.95537	7.33628	7.58388	8.13425	8.13207	8.62629
ADH6	7.21818	9.20804	9.00418	9.94492	9.50666	9.654	0	0	0	1.07592	0	1.74058
ADH7	0.686523	4.01111	0.848829	2.03315	1.29233	2.24574	0	0	0	3.50064	3.93925	3.85653
ADHFE1	5.9108	6.79571	6.62407	7.52348	6.96697	7.28482	2.8197	4.29399	4.51423	5.202	5.35126	6.35496
ADI1	8.83405	9.39016	10.0999	10.1337	10.0466	10.2952	6.31997	6.66366	6.9878	7.35064	7.92128	7.9607
ADIG	0	3.04494	0	0	0	0	0	0	0	0	0	0.203355
ADIPOQ	0	0	0	0	0	0	3.67808	7.50342	3.45983	7.18398	10.0585	11.7037
ADIPOR1	8.39548	8.81076	8.65382	8.16309	7.88118	8.28476	8.06717	8.05275	8.01069	7.77847	7.7805	7.87911
ADIPOR2	7.6212	8.57754	8.37471	9.09594	8.34901	8.92439	8.60899	9.31419	7.27382	7.78046	8.13978	8.80477
ADK	5.62762	6.82111	6.6958	7.73979	7.20564	7.85903	5.60036	5.9329	5.68754	6.13752	6.05975	6.27962
ADM2	6.94505	7.6029	8.08518	3.80191	4.07049	3.68315	5.19801	5.49706	5.93467	4.86357	4.95195	1.56663
ADM	6.14847	6.02828	5.46806	7.83913	7.36265	8.47554	3.94118	4.66333	4.59917	5.44173	7.04066	7.3677
ADNP2	6.53669	6.73459	6.38519	5.90263	5.65948	5.81114	6.7386	6.42861	6.58108	6.39807	6.33113	6.34518
ADNP	7.1293	8.11013	7.95472	7.02198	7.03527	6.81344	8.13972	7.98902	7.82287	7.81283	7.54525	7.58006
ADORA1	2.98334	4.74393	3.19166	3.62947	3.52002	3.84492	7.6541	7.43998	4.94928	5.90545	5.51689	5.37467
ADORA2A	5.85099	5.74604	6.04075	4.70938	4.66632	4.90755	5.50123	4.79818	5.11245	4.31987	5.1172	3.60426
ADORA2B	2.88682	3.29292	1.62067	2.35074	3.06207	2.64021	1.5013	3.29292	3.50891	5.04935	3.71652	3.31383
ADORA3	4.56887	5.1299	2.70238	3.63063	4.69604	5.2933	4.87595	4.84918	4.79013	5.91406	5.11945	4.45819
ADO	6.60665	6.23245	5.6204	5.83481	5.92693	6.16542	6.35771	7.24416	6.47911	6.42723	6.34773	6.18354
ADPGK	7.19431	7.27759	6.42811	6.47543	6.26319	6.61874	6.9017	6.92054	6.94502	6.82868	6.69148	6.62749
ADPRHL1	4.03915	4.00244	5.25227	5.12396	3.62947	3.00413	4.98447	3.78052	5.52833	4.34183	4.56903	3.86957
ADPRHL2	7.48099	7.33237	6.22258	6.54679	6.43455	6.74641	6.756	6.68767	6.8166	6.62288	6.58361	5.96354
ADPRH	6.19848	6.49072	4.32975	4.66101	5.03044	5.22036	6.28204	5.49334	5.5151	6.18702	6.18505	6.19399
ADRA1A	2.25015	4.39441	3.29292	7.03878	6.10702	6.36475	0.733861	1.29233	0.592568	2.58719	3.7644	4.48575
ADRA1B	2.58407	5.49306	5.59471	5.63479	5.71703	5.69373	2.7245	4.25245	2.42345	2.33277	4.31658	4.42178
ADRA1D	2.34829	2.16172	0	2.61387	0	4.45121	1.7423	1.69124	1.79534	2.404	2.33277	1.36138
ADRA2A	4.30746	4.87595	3.29851	3.16515	3.38841	3.26707	5.57324	6.03559	6.56313	7.42108	7.66644	8.09172
ADRA2B	3.22227	3.94752	3.47876	4.8592	5.42053	4.58815	1.33433	1.67974	1.59435	3.92193	3.79446	4.03487
ADRA2C	4.91891	4.02551	3.19354	1.82935	2.05636	2.80958	4.12574	4.41426	3.29292	4.92512	4.97173	4.32223
ADRB1	2.83627	0.993001	1.02095	3.56687	2.97903	0.824102	0.86164	1.68114	3.96834	3.63915	4.73424	4.98165
ADRB2	4.01803	5.78074	4.33749	6.55678	5.89715	5.99894	2.86226	3.29877	3.76774	5.35711	5.73225	6.18878
ADRB3	0	0	0	0	0	0	1.07854	1.29233	0.592568	1.36138	0	4.14317
ADRBK1	8.5305	8.24931	6.97354	7.23562	6.84694	7.44191	8.88926	7.95747	8.0467	7.38293	7.51046	7.14945
ADRBK2	5.89164	6.31897	5.48064	4.81678	4.34571	5.70711	5.35463	5.61273	6.51774	6.65609	7.05277	8.54044
ADRM1	8.86446	8.7924	8.18116	8.04334	7.72974	8.23271	8.41691	8.33732	7.66799	7.27111	7.42587	6.95788
ADSL	7.31122	8.14352	7.18007	6.81892	6.42811	6.89467	6.51187	6.3989	6.64978	6.81402	6.767	6.49125
ADSSL1	4.28843	5.31812	5.84644	6.46303	5.2575	6.05444	4.482	4.34068	4.90173	5.05948	5.07813	5.83819
ADSS	7.45761	7.29029	7.46336	6.90575	6.93731	6.88857	7.24174	6.83451	7.5985	7.08906	6.97006	6.42584
AEBP1	7.50879	8.02813	6.03787	7.25347	7.29234	7.629	8.78203	9.64951	10.1379	9.27163	9.50803	8.97174
AEBP2	5.82305	6.07993	5.59099	6.01859	6.00635	6.10032	6.14702	5.91103	5.93357	6.45057	6.28172	6.24664
AEN	7.29912	7.32975	6.27099	5.8999	6.2634	7.12287	6.51187	6.84712	6.65778	6.10829	6.18039	5.08695
AES	9.38042	8.9887	8.94115	8.86333	8.57979	9.19918	8.83943	9.25051	9.4227	9.06699	9.30293	8.6581
AFAP1L1	4.76217	6.2186	5.80212	5.00395	4.9044	5.01064	5.13511	5.65487	5.13951	5.50565	6.27183	6.87513
AFAP1L2	4.59917	4.6211	4.85772	4.61513	4.31987	4.55654	5.56403	6.44746	6.9782	7.02169	6.47435	6.0355
AFAP1	5.57158	6.40521	6.24998	4.76941	4.86473	4.89322	6.59908	7.51186	7.32524	6.94088	6.9337	7.31692
AFARP1	1.08488	3.06069	1.26721	1.82935	2.05174	2.43314	1.22475	0.592568	1.00642	1.56073	1.62067	2.04131
AFF1	7.38461	7.70301	8.11761	7.32844	7.72135	7.32383	7.30115	6.88585	7.59372	7.39802	7.49343	8.28368
AFF2	1.36564	4.40596	2.89296	0.301585	1.30054	0.922212	2.24623	1.99838	3.46502	3.0436	4.02323	5.3362
AFF3	5.9108	6.8638	4.16327	5.72031	5.273	4.99497	8.47422	7.92784	7.75501	7.67155	6.67832	6.76161
AFF4	7.88946	8.21933	8.45808	8.37724	7.88156	8.30202	8.26876	7.64831	7.77311	7.79115	7.48227	7.9346
AFG3L1	6.38012	6.36819	5.6058	4.59917	3.7184	5.1358	6.06322	6.52617	5.52669	5.68363	5.5496	4.99717
AFG3L2	7.65841	8.31966	8.24789	7.70464	7.27346	7.82293	7.56621	7.03991	6.96877	7.31382	7.15001	7.06927
AFMID	7.56112	8.25297	8.24905	8.22013	7.6019	8.36776	6.39235	6.29573	7.05963	6.4138	7.08636	5.44743
AFM	7.11721	7.92081	8.93709	10.1726	9.28887	10.2077	0	0	0	0	0	0
AFP	8.58073	4.60276	4.83797	4.76896	3.01563	5.0689	0.824102	0	1.50983	3.71712	4.30375	0
AFTPH	7.8336	7.643	7.68662	7.13807	7.18159	7.41156	7.22406	7.24092	7.18851	7.18253	7.08131	6.83707
AG2	5.70378	5.49306	4.76518	6.93537	7.67879	8.76873	4.58833	5.69834	5.64311	6.04414	6.40281	6.37511
AGAP11	2.16687	2.65991	2.7245	1.08488	0.592568	1.29555	3.93185	3.55387	3.38854	4.59682	4.90648	5.82927
AGAP1	6.74759	5.94542	5.42935	4.68499	4.88059	4.87151	6.24127	5.38303	6.05325	6.10759	5.9032	5.97395
AGAP2	5.83686	5.07041	4.34572	3.49266	2.81889	3.80036	3.93254	5.43454	4.91824	4.37731	4.6153	4.1969
AGAP3	7.92299	8.43272	6.6958	7.0579	6.85646	7.56268	7.71787	7.85953	7.48789	7.29294	7.22836	6.74797
AGAP4	5.86647	5.37528	5.68698	5.0689	3.77632	5.0876	5.57716	7.13188	5.40981	5.78519	5.26759	5.03201
AGAP5	3.48042	3.95493	4.05528	2.51743	2.15941	1.91607	4.01994	4.43214	4.01388	3.8655	3.22284	2.66366
AGAP6	5.67675	4.82612	5.32788	3.99742	2.74493	5.01064	4.98282	5.6485	5.09741	4.99717	4.59917	4.18659
AGAP7	3.60636	3.01286	2.23223	2.33538	0	2.25912	2.7245	6.49241	3.75205	2.26327	2.13307	1.64469
AGAP8	3.73446	4.11877	3.55815	3.04171	0.891832	3.06159	3.73529	4.8038	2.27503	2.98334	3.2866	3.24244
AGA	7.73587	6.87523	5.8861	6.33505	5.8861	6.20859	6.92433	5.81033	6.22442	6.25392	6.60471	6.15801
AGBL1	0.873512	0.368462	0	0	0	0.507365	0.368462	0	0	0.48025	0	0
AGBL2	3.96211	4.47669	5.2832	3.16455	1.29233	3.68736	3.90841	3.06868	3.94118	2.91204	2.16172	1.23529
AGBL3	4.13308	3.79154	3.68908	0.203355	1.29233	2.33277	1.93721	1.30054	2.36181	1.96251	1.64469	2.21348
AGBL4	0	3.16416	0.685282	1.63441	1.62067	1.21335	2.49808	0	2.97294	2.46966	2.36988	1.02393
AGBL5	5.78696	7.25632	6.03311	5.52549	5.36598	5.87215	7.05982	6.61871	6.30778	6.7168	6.6817	6.48198
AGER	4.96997	4.58943	4.18175	1.9063	2.33277	3.49361	4.69296	4.80637	3.98051	4.15723	3.10153	3.33234
AGFG1	7.40367	8.18674	6.87833	7.28139	7.11964	7.34213	6.75319	6.96167	7.16735	7.09723	7.52253	8.07443
AGFG2	8.0904	8.08579	8.1194	7.1333	7.36645	8.1682	5.77203	5.89867	5.767	6.2478	6.40778	5.97912
AGGF1	6.98657	7.65112	6.66823	6.54965	6.31536	6.56808	7.0745	6.56905	6.69941	6.79714	6.59344	6.87355
AGK	6.54103	6.83303	6.37161	6.10256	5.86647	6.17587	6.81972	6.48552	6.13625	6.3126	6.14956	6.12626
AGL	6.65028	7.55486	6.75926	8.14468	7.9036	7.8336	7.65915	8.28793	6.3009	6.5516	6.46619	7.53785
AGMAT	7.17012	8.78063	8.46569	8.26668	7.51915	8.23642	5.20371	4.11204	2.67283	3.30647	3.15319	0.592568
AGPAT1	7.6858	8.14993	8.19796	7.217	6.8856	7.47404	7.89922	7.56787	7.56592	7.5747	7.59978	7.36853
AGPAT2	8.19423	7.64156	7.43426	8.70251	8.04077	9.12956	6.15656	7.57756	6.62977	6.88045	8.76109	9.43564
AGPAT3	7.85205	9.27106	9.05041	8.27359	7.72974	8.2579	8.51938	7.58034	7.73585	7.55845	8.15351	7.98578
AGPAT4	5.56834	5.77455	4.06471	3.24244	3.93745	4.10523	3.81062	5.12827	5.35074	5.62814	5.61198	5.59025
AGPAT5	7.67694	7.66996	5.71373	6.31355	6.59167	6.64509	6.34327	5.32296	6.58793	6.40176	6.46561	5.61095
AGPAT6	7.76089	8.45041	7.99665	7.75748	7.58121	7.63772	9.09246	7.29283	7.61536	7.69001	7.60244	7.52447
AGPAT9	7.38771	6.13123	5.92693	7.73892	6.4552	7.71378	3.21022	3.38818	3.60636	4.82299	5.02271	4.63569
AGPHD1	3.94597	5.50533	3.80815	3.96873	3.65816	4.59977	3.02558	4.10905	4.08193	3.98152	3.65765	4.64062
AGPS	7.42893	8.31189	6.84694	7.41397	7.51589	7.15696	7.61681	6.79268	6.09141	6.64625	7.0284	7.47403
AGR2	7.48437	1.852	0	0.86164	0.592568	0.905319	7.24075	8.94508	9.5086	9.20029	7.11275	4.0772
AGR3	1.35355	0.48025	0	2.80079	1.82935	3.06069	8.35247	7.96883	7.0388	7.86791	6.07802	0.174504
